['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 5', '', 'Countermovement Jump', '3/27/2019 16:56', '65.6', 'Trial 2', '', '', '', '134.23', '48.76', '0.451', '4319', '336', '25.2', '45.5', '149.5', '4450', '1087', '19.6', '1284', '21.0', '1376', '2.40', '-1176', '-1583', '399', '13.0', '851', '129.2', '8476.4', '106.3', '6971.8', '156.1', '10238.0', '250', '157.0', '925', '-31.9', '175.3', '59.3', '0.362', '22.0', '26', '1688', '29', '1898', '59.2', '0.227', '35', '2293', '589', '692.2', '904.2', '644', '5.296', '347', '17.8', '1166', '648', '-0.901', '-59.1', '0.50', '0.79', '463', '1313', '1164', '26.3', '10.3', '26.4', '26.5', '10.4', '2693.62', '744.6', '307.8', '0.839', '0.866', '71.3', '78.1', '11.2', '43.3', '2838', '11.174', '425.2', '216.2', '0.28', '4.536', '4.987', '4.760', '4.398', '4.398', '19.516', '21.0', '1376', '0.138', '638', '2.162', '1069.635', '81.292', '22.757', '28108', '594.121', '22.757', '33', '2136', '3615', '0.855', '', '7.1', '-1.9', '-4.0', '4.3', '6.9', '4.3', '7.1', '33.8', '', '1.6', '6.6', '34.5', '-1.3', '4.9', '-4.2', '5.9', '0.6', '7.1', '12.6', '1.1', '-2.0', '10.1', '-1.0', '3.7', '', '7.1', '10.4', '1.6', '', '', '2084', '2243', '28.9', '28.4', '56.0', '53.8', '178.8', '186.8', '2200', '2362', '531', '555', '664', '715', '339', '512', '', '', '58.8', '59.7', '150.7', '161.4', '729', '1113', '971', '958', '100.1', '105.2', '1171', '1122', '312', '332', '582', '586', '83.7', '90.1', '612', '701', '579', '585', '90.6', '88.8', '88.2', '98.0', '600.0', '593.9', '276.8', '287.4', '', '', '664', '715', '14268', '15928', '1113', '1131', '9.9', '0.23', '1.10', '2.28', '-8.1', '34.9', '1.7', '100.0', '11.8', '-7.0', '0.31', '0.29', '-674', '-909', '197', '201', '-236', '-940', '0.97', '1.10', '43.9', '40.9']
['Athlete 5', '', 'Countermovement Jump', '3/27/2019 16:56', '65.6', 'Trial 3', '', '', '', '101.52', '38.52', '0.334', '4336', '329', '32.2', '56.8', '152.0', '4130', '1104', '21.0', '1377', '20.3', '1329', '2.43', '-2202', '-2746', '-510', '0.1', '10', '178.7', '11725.7', '137.3', '9009.2', '160.1', '10499.6', '245', '161.2', '867', '-30.7', '163.5', '58.3', '0.342', '38.8', '27', '1763', '47', '3103', '70.7', '0.196', '53', '3493', '538', '759.8', '1004.2', '643', '5.578', '366', '20.3', '1329', '833', '-1.082', '-71.0', '0.53', '0.86', '460', '1280', '1327', '25.9', '10.2', '27.1', '27.3', '10.7', '3386.11', '866.0', '290.5', '0.783', '0.807', '81.8', '70.2', '10.5', '43.1', '2830', '10.457', '441.3', '230.6', '0.30', '8.083', '8.417', '8.221', '7.879', '7.879', '17.616', '20.3', '1329', '0.204', '652', '2.210', '880.003', '64.240', '15.594', '22826', '586.320', '15.594', '25', '1666', '3016', '0.995', '', '4.7', '1.7', '1.2', '6.7', '-22.8', '6.7', '4.8', '100.0', '', '-1.5', '7.6', '59.7', '12.0', '8.6', '-7.8', '5.3', '4.5', '0.8', '6.8', '4.0', '4.4', '9.1', '5.0', '6.8', '', '4.7', '14.4', '1.5', '', '', '2121', '2226', '31.9', '32.4', '60.2', '60.9', '175.6', '188.1', '2386', '1842', '533', '571', '650', '683', '-10', '20', '', '', '58.7', '57.9', '121.8', '131.9', '501', '1243', '1454', '1651', '94.0', '102.8', '1817', '1676', '313', '330', '650', '681', '74.2', '74.8', '618', '663', '650', '677', '91.6', '95.7', '84.0', '92.4', '553.1', '582.3', '267.4', '286.8', '', '', '650', '683', '10201', '11918', '857', '870', '12.7', '0.29', '0.86', '2.31', '-5.5', '-2.8', '-3.8', '92.0', '4.9', '-23.3', '0.34', '0.32', '-1392', '-1354', '-260', '-250', '-754', '-1448', '0.92', '0.97', '46.3', '35.5']
['Athlete 5', '', 'Countermovement Jump', '3/27/2019 16:56', '65.6', 'Trial 4', '', '', '', '119.24', '45.39', '0.409', '4568', '343', '25.6', '45.6', '149.3', '4192', '1077', '19.3', '1265', '21.0', '1381', '2.38', '-1360', '-1967', '86', '11.6', '763', '131.2', '8606.8', '103.5', '6791.8', '152.8', '10022.9', '264', '161.5', '901', '-30.2', '162.7', '59.8', '0.338', '23.2', '15', '1014', '33', '2167', '64.5', '0.220', '37', '2434', '558', '700.1', '936.2', '644', '5.302', '348', '18.1', '1186', '722', '-0.984', '-64.6', '0.51', '0.82', '460', '1328', '1179', '25.9', '10.2', '26.2', '26.4', '10.4', '2953.99', '774.6', '293.0', '0.822', '0.840', '70.1', '79.2', '11.2', '43.1', '2828', '11.239', '432.8', '220.9', '0.29', '11.701', '12.110', '11.890', '11.552', '11.552', '19.516', '21.0', '1381', '0.149', '629', '2.130', '939.902', '69.553', '17.695', '24380', '634.784', '17.695', '28', '1804', '3429', '0.954', '', '-0.3', '5.8', '0.2', '-5.2', '19.4', '-5.2', '-0.3', '-47.0', '', '17.1', '16.9', '59.4', '9.9', '15.1', '-4.5', '12.6', '9.7', '9.1', '-3.8', '9.7', '-2.6', '-7.6', '5.8', '3.0', '', '-0.3', '39.6', '27.2', '', '', '2289', '2281', '28.0', '29.8', '54.9', '55.0', '189.9', '180.0', '2064', '2560', '553', '524', '692', '689', '499', '264', '', '', '54.3', '65.5', '130.0', '156.3', '389', '958', '1044', '1159', '94.6', '111.4', '1245', '1189', '300', '343', '564', '624', '72.8', '80.1', '677', '651', '560', '620', '91.2', '88.9', '98.7', '91.2', '558.7', '593.2', '280.8', '289.4', '', '', '692', '689', '8726', '14459', '768', '1056', '11.0', '0.26', '1.13', '2.27', '5.4', '100.0', '-100.0', '-100.0', '-5.2', '-1.7', '0.29', '0.31', '-538', '-1429', '309', '-223', '50', '-1410', '1.08', '1.03', '40.3', '39.6']
['Athlete 33', '', 'Countermovement Jump', '3/27/2019 16:54', '63.7', 'Trial 1', '', '', '', '166.03', '49.43', '0.518', '3625', '312', '22.6', '47.6', '156.1', '2362', '1123', '22.4', '1427', '22.0', '1403', '2.56', '1286', '1014', '1378', '24.5', '1560', '122.6', '7810.0', '133.8', '8524.6', '192.1', '12238.1', '233', '142.4', '1048', '-38.7', '235.9', '55.6', '0.392', '29.6', '8', '531', '21', '1313', '60.3', '0.344', '19', '1217', '736', '681.9', '800.0', '625', '5.152', '328', '16.3', '1040', '646', '-0.947', '-60.3', '0.48', '0.69', '505', '1338', '1040', '31.3', '12.3', '30.6', '30.6', '12.1', '1756.66', '626.3', '359.8', '0.969', '0.989', '79.1', '77.0', '12.2', '48.6', '3097', '12.225', '448.9', '223.1', '0.30', '1.038', '1.556', '1.212', '0.820', '0.820', '19.484', '22.0', '1403', '0.218', '688', '2.313', '1922.223', '121.100', '49.625', '60092', '618.675', '49.625', '59', '3786', '8321', '0.974', '', '-2.8', '6.3', '6.0', '-1.2', '-17.5', '-1.2', '-2.8', '-32.5', '', '0.7', '4.1', '78.0', '43.8', '17.3', '-2.6', '-0.4', '9.2', '-25.6', '-4.4', '9.2', '4.4', '-6.7', '7.3', '7.7', '', '-2.8', '-14.3', '-7.3', '', '', '1841', '1789', '26.0', '27.8', '53.4', '56.7', '176.6', '174.5', '1334', '1100', '565', '558', '713', '693', '931', '629', '', '', '55.4', '55.8', '172.9', '180.3', '495', '2251', '544', '968', '124.6', '150.6', '617', '600', '313', '312', '495', '545', '105.8', '78.8', '684', '654', '495', '545', '86.3', '90.3', '90.3', '84.2', '527.4', '569.2', '284.6', '308.4', '', '', '713', '693', '36466', '31256', '2224', '2063', '10.1', '0.21', '0.97', '2.45', '7.1', '-40.8', '-37.2', '-44.7', '-10.8', '-5.8', '0.30', '0.33', '637', '377', '847', '532', '828', '458', '1.05', '0.93', '31.4', '29.5']
['Athlete 33', '', 'Countermovement Jump', '3/27/2019 16:54', '63.7', 'Trial 2', '', '', '', '161.29', '50.05', '0.500', '3837', '310', '28.2', '56.6', '153.2', '2202', '1117', '22.9', '1458', '20.7', '1319', '2.54', '1260', '364', '825', '12.9', '819', '166.1', '10582.9', '164.0', '10446.1', '185.4', '11810.1', '213', '145.0', '999', '-34.4', '222.3', '55.9', '0.438', '18.9', '3', '185', '23', '1494', '57.4', '0.251', '32', '2069', '689', '662.7', '853.5', '625', '4.884', '311', '18.0', '1144', '624', '-0.903', '-57.5', '0.49', '0.71', '486', '1256', '1144', '29.0', '11.4', '29.5', '29.4', '11.6', '2173.28', '668.8', '397.5', '0.902', '0.934', '87.4', '65.8', '10.9', '45.5', '2896', '10.897', '442.1', '219.5', '0.29', '4.567', '5.067', '4.816', '4.378', '4.378', '18.284', '20.7', '1319', '0.189', '668', '2.306', '1387.401', '88.794', '30.553', '40170', '605.239', '30.553', '40', '2571', '5767', '1.051', '', '3.4', '-3.7', '-3.6', '-6.5', '71.1', '-6.5', '3.4', '50.8', '', '-6.7', '-10.9', '58.8', '9.1', '-1.3', '-11.7', '-12.7', '-5.7', '-22.8', '-2.7', '-5.7', '-4.4', '-8.7', '-4.2', '-3.1', '', '3.4', '-45.6', '-28.6', '', '', '1892', '1958', '30.3', '29.1', '60.6', '58.4', '179.2', '167.6', '508', '1756', '577', '540', '650', '673', '270', '549', '', '', '57.8', '53.9', '175.1', '156.1', '173', '420', '793', '872', '107.8', '106.4', '1099', '971', '334', '291', '589', '555', '122.0', '94.1', '637', '619', '589', '555', '94.2', '90.0', '85.0', '77.6', '522.9', '500.7', '281.9', '273.1', '', '', '650', '673', '33781', '18382', '2162', '1544', '9.8', '0.22', '0.75', '2.40', '3.0', '26.7', '53.3', '47.8', '-4.6', '-6.4', '0.34', '0.35', '154', '210', '262', '562', '432', '828', '0.90', '0.86', '32.4', '30.3']
['Athlete 33', '', 'Countermovement Jump', '3/27/2019 16:54', '63.7', 'Trial 3', '', '', '', '136.59', '44.88', '0.377', '4834', '276', '31.2', '61.9', '154.2', '2560', '1181', '24.1', '1534', '22.3', '1418', '2.54', '98', '-167', '807', '14.5', '926', '191.8', '12215.5', '187.1', '11921.4', '222.7', '14189.1', '187', '148.9', '840', '-29.3', '204.3', '52.9', '0.379', '26.7', '8', '520', '37', '2377', '61.6', '0.185', '53', '3356', '564', '695.8', '957.8', '625', '5.093', '324', '19.7', '1255', '734', '-0.969', '-61.7', '0.58', '0.86', '487', '1346', '1245', '29.1', '11.4', '29.8', '29.8', '11.7', '3087.01', '860.8', '349.2', '0.751', '0.779', '86.3', '67.9', '12.5', '47.9', '3052', '12.459', '443.0', '223.3', '0.35', '7.581', '7.958', '7.773', '7.394', '7.394', '18.784', '22.3', '1418', '0.187', '608', '2.268', '1265.353', '91.105', '31.774', '36788', '565.063', '31.774', '42', '2649', '5229', '1.024', '', '-5.3', '16.4', '14.2', '6.2', '-75.8', '6.2', '-5.3', '-91.1', '', '-2.7', '10.6', '6.3', '16.9', '16.5', '20.7', '3.6', '16.6', '-10.3', '-3.8', '15.8', '12.2', '-1.1', '4.1', '9.5', '', '-5.3', '25.4', '18.8', '', '', '2483', '2352', '28.5', '34.0', '57.5', '67.0', '158.1', '168.5', '2300', '556', '572', '609', '729', '690', '850', '76', '', '', '53.7', '52.2', '123.8', '138.4', '915', '977', '1294', '1558', '80.6', '96.6', '1484', '1872', '307', '318', '571', '685', '92.3', '82.8', '686', '660', '569', '676', '80.6', '91.9', '77.5', '76.6', '473.2', '493.2', '236.4', '261.1', '', '', '729', '690', '17234', '23090', '1275', '1570', '11.5', '0.24', '0.79', '2.42', '8.6', '-100.0', '-93.0', '-100.0', '-13.2', '-12.2', '0.36', '0.40', '142', '-309', '755', '53', '198', '-100', '0.96', '0.83', '35.8', '31.4']
['Athlete 33', '', 'Countermovement Jump', '3/27/2019 16:54', '63.7', 'Trial 4', '', '', '', '127.76', '42.12', '0.382', '4034', '299', '29.2', '57.0', '153.1', '1584', '1135', '23.0', '1464', '20.9', '1332', '2.52', '174', '-129', '643', '10.1', '642', '170.3', '10846.2', '164.5', '10481.3', '191.4', '12191.3', '215', '149.2', '907', '-33.0', '203.3', '55.0', '0.386', '33.6', '15', '983', '35', '2247', '66.0', '0.222', '40', '2568', '608', '712.8', '922.1', '625', '5.317', '339', '18.7', '1194', '780', '-1.041', '-66.3', '0.54', '0.81', '490', '1273', '1194', '29.4', '11.6', '29.3', '29.4', '11.6', '2599.21', '783.8', '335.6', '0.823', '0.846', '85.8', '67.3', '11.1', '45.6', '2906', '11.101', '450.4', '226.7', '0.32', '11.917', '12.299', '12.077', '11.691', '11.691', '18.184', '20.9', '1332', '0.226', '645', '2.283', '1673.903', '100.434', '36.598', '49267', '629.910', '36.598', '46', '2956', '6733', '0.985', '', '-2.0', '-10.9', '-8.7', '-8.1', '-7.1', '-8.1', '-2.0', '56.1', '', '0.0', '-4.8', '-17.6', '-8.1', '1.4', '-4.3', '-8.1', '-8.1', '-18.2', '-5.0', '-10.8', '-6.7', '-9.6', '-4.9', '-3.6', '', '-2.0', '-51.0', '-39.6', '', '', '2039', '1999', '32.0', '28.5', '62.5', '57.0', '177.1', '162.8', '878', '816', '591', '543', '673', '660', '196', '446', '', '', '55.0', '55.0', '139.5', '132.8', '983', '810', '1260', '1157', '101.6', '103.1', '1312', '1256', '326', '299', '631', '580', '96.2', '78.7', '653', '620', '631', '563', '92.5', '86.3', '84.6', '76.5', '521.5', '496.0', '273.7', '264.0', '', '', '673', '660', '43163', '21150', '2590', '1565', '12.2', '0.27', '0.78', '2.40', '-0.7', '100.0', '58.5', '100.0', '-3.1', '-43.4', '0.35', '0.35', '-284', '155', '188', '454', '-50', '224', '0.91', '0.89', '37.0', '20.9']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/27/2019 16:52', '60.5', 'Trial 1', '', '', '', '111.99', '43.59', '0.551', '3143', '492', '9.8', '19.2', '122.1', '3596', '841', '13.3', '805', '19.3', '1166', '2.15', '-160', '-129', '13', '15.1', '913', '42.0', '2541.2', '40.9', '2475.2', '85.3', '5159.0', '409', '163.7', '1264', '-37.1', '156.9', '70.6', '0.390', '28.7', '24', '1459', '15', '921', '59.1', '0.382', '9', '524', '772', '645.2', '747.9', '594', '4.707', '285', '13.2', '796', '664', '-0.975', '-59.0', '0.33', '0.54', '415', '1134', '793', '21.1', '8.3', '20.7', '20.8', '8.2', '1376.31', '385.8', '285.2', '1.181', '1.198', '47.8', '74.3', '9.5', '36.3', '2199', '9.469', '379.5', '189.3', '0.17', '5.255', '5.806', '5.424', '5.034', '5.034', '19.402', '19.3', '1166', '0.221', '617', '1.939', '674.653', '59.369', '10.911', '14243', '607.878', '10.911', '21', '1253', '2391', '0.957', '', '-6.6', '-10.6', '-9.5', '-7.9', '12.8', '-7.9', '-6.6', '5.2', '', '14.3', '-3.9', '-70.7', '-54.1', '-13.9', '-62.1', '7.0', '-13.2', '36.1', '-6.4', '-12.1', '-7.7', '-8.0', '-6.2', '-10.1', '', '-6.6', '50.1', '3.7', '', '', '1627', '1520', '20.8', '18.6', '41.2', '37.3', '215.5', '198.5', '1756', '2014', '438', '403', '604', '564', '444', '469', '', '', '65.4', '76.3', '181.3', '174.3', '1033', '303', '626', '287', '153.6', '132.2', '380', '144', '286', '308', '427', '371', '67.2', '105.2', '586', '548', '422', '371', '100.8', '93.0', '114.7', '105.5', '673.6', '632.0', '363.7', '326.9', '', '', '604', '564', '4172', '8368', '709', '736', '11.0', '0.30', '1.55', '2.02', '-1.7', '100.0', '100.0', '100.0', '-0.4', '-54.1', '0.19', '0.19', '-142', '13', '-62', '75', '-210', '50', '1.14', '1.13', '68.6', '31.5']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/27/2019 16:52', '60.5', 'Trial 2', '', '', '', '101.24', '39.79', '0.489', '2892', '483', '12.4', '23.7', '125.9', '3326', '853', '14.3', '865', '18.6', '1125', '2.20', '-110', '-309', '-163', '12.1', '730', '55.7', '3366.9', '52.0', '3144.9', '86.0', '5201.9', '392', '164.7', '1229', '-38.9', '154.5', '69.6', '0.412', '37.6', '24', '1472', '17', '1033', '57.8', '0.334', '12', '733', '746', '670.0', '766.1', '593', '5.109', '309', '14.0', '846', '625', '-0.956', '-57.8', '0.35', '0.57', '425', '1092', '839', '22.1', '8.7', '22.0', '22.0', '8.7', '1315.46', '429.7', '334.0', '1.138', '1.163', '52.9', '72.9', '8.8', '35.9', '2170', '8.795', '371.5', '190.9', '0.18', '9.535', '10.024', '9.690', '9.278', '9.278', '19.402', '18.6', '1125', '0.257', '650', '1.987', '844.803', '64.205', '13.691', '18705', '594.748', '13.691', '23', '1422', '2623', '0.840', '', '1.7', '-0.7', '-0.2', '-0.1', '17.5', '-0.1', '1.7', '17.1', '', '-1.3', '-10.7', '-18.0', '-3.7', '-12.0', '16.6', '-1.5', '-5.9', '13.1', '2.0', '-3.9', '1.3', '-1.3', '-13.6', '-4.8', '', '1.7', '39.0', '-55.7', '', '', '1433', '1459', '21.1', '20.9', '41.5', '41.5', '206.3', '206.1', '1520', '1842', '427', '426', '558', '568', '331', '399', '', '', '70.0', '69.1', '173.1', '154.6', '829', '680', '529', '509', '136.2', '119.8', '333', '400', '299', '295', '443', '417', '86.8', '99.8', '540', '552', '428', '411', '97.3', '98.6', '109.0', '107.5', '725.5', '626.7', '339.1', '322.9', '', '', '558', '568', '15000', '24605', '1110', '492', '10.3', '0.29', '1.38', '2.08', '-0.1', '-100.0', '-100.0', '100.0', '-2.6', '-91.8', '0.20', '0.20', '-266', '-43', '-154', '-9', '-260', '150', '1.12', '1.09', '41.8', '3.4']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/27/2019 16:52', '60.5', 'Trial 3', '', '', '', '109.82', '44.25', '0.481', '2893', '438', '17.5', '32.3', '124.0', '2732', '876', '15.5', '938', '18.1', '1098', '2.19', '-670', '-940', '-668', '6.6', '399', '88.1', '5331.5', '76.2', '4611.2', '93.9', '5679.5', '352', '167.5', '1087', '-37.9', '148.2', '67.8', '0.360', '28.5', '18', '1063', '23', '1386', '62.6', '0.289', '21', '1263', '649', '652.4', '809.6', '594', '5.725', '346', '15.8', '958', '686', '-1.033', '-62.5', '0.39', '0.65', '423', '1056', '957', '21.9', '8.6', '21.3', '21.4', '8.4', '1759.67', '538.6', '290.7', '1.001', '1.023', '60.2', '63.8', '8.3', '35.1', '2125', '8.335', '384.1', '194.8', '0.20', '13.904', '14.385', '14.096', '13.736', '13.736', '19.402', '18.1', '1098', '0.168', '637', '2.013', '835.382', '72.678', '16.542', '18323', '577.040', '16.542', '26', '1594', '2901', '0.928', '', '0.2', '-2.9', '-1.7', '-3.1', '7.3', '-3.1', '0.2', '33.2', '', '7.5', '-7.4', '-75.9', '-23.8', '-11.9', '18.5', '4.5', '-6.1', '27.2', '0.3', '-5.1', '-2.3', '-3.9', '-5.4', '-6.5', '', '0.2', '12.3', '29.2', '', '', '1447', '1450', '23.9', '23.2', '46.2', '45.4', '195.0', '188.9', '1422', '1534', '445', '431', '549', '550', '160', '239', '', '', '65.2', '70.5', '163.0', '150.9', '848', '204', '790', '602', '124.4', '109.6', '567', '696', '290', '304', '497', '466', '63.7', '87.4', '527', '529', '491', '466', '96.2', '94.0', '98.8', '94.9', '635.5', '601.1', '315.6', '295.1', '', '', '549', '550', '9834', '11207', '698', '986', '11.3', '0.32', '1.06', '2.05', '1.5', '-57.5', '-5.7', '-100.0', '-1.7', '13.9', '0.24', '0.24', '-575', '-365', '-343', '-325', '-520', '-150', '1.03', '1.01', '27.4', '31.8']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/27/2019 16:52', '60.5', 'Trial 4', '', '', '', '99.12', '39.58', '0.450', '2582', '454', '19.4', '35.0', '127.3', '2708', '873', '15.8', '955', '18.0', '1090', '2.21', '-852', '-1341', '-998', '4.2', '253', '99.7', '6032.4', '81.9', '4952.4', '90.3', '5460.5', '374', '166.5', '1137', '-42.2', '150.4', '68.0', '0.371', '41.1', '38', '2307', '28', '1671', '67.5', '0.312', '21', '1290', '683', '684.4', '809.7', '593', '6.054', '366', '16.5', '1001', '746', '-1.118', '-67.6', '0.38', '0.63', '433', '1054', '996', '23.0', '9.0', '22.4', '22.5', '8.9', '1792.54', '529.5', '243.7', '1.057', '1.076', '62.3', '64.9', '8.2', '35.5', '2148', '8.212', '387.1', '201.5', '0.20', '18.324', '18.774', '18.462', '18.091', '18.091', '18.202', '18.0', '1090', '0.233', '685', '2.037', '846.306', '65.166', '14.949', '19451', '594.679', '14.949', '25', '1498', '2963', '0.820', '', '-0.8', '-3.3', '-2.3', '-2.6', '5.8', '-2.6', '-0.8', '24.2', '', '5.4', '-4.4', '-27.0', '-11.7', '-6.0', '-2.7', '2.9', '-3.0', '16.7', '-1.5', '-3.5', '-1.6', '-3.6', '-6.3', '-4.0', '', '-0.8', '-53.0', '-37.8', '', '', '1296', '1285', '24.9', '24.1', '47.7', '46.6', '200.9', '195.7', '1386', '1472', '442', '431', '547', '543', '109', '144', '', '', '66.1', '69.9', '157.5', '150.5', '1280', '934', '880', '776', '130.2', '122.4', '654', '636', '292', '301', '508', '493', '69.3', '83.2', '531', '523', '506', '489', '99.3', '97.7', '101.6', '98.0', '685.4', '642.0', '327.7', '314.7', '', '', '547', '543', '15419', '7243', '1187', '739', '12.3', '0.35', '1.04', '2.10', '0.3', '-21.7', '-12.6', '-30.3', '-2.1', '-22.6', '0.24', '0.24', '-736', '-605', '-529', '-470', '-482', '-370', '1.02', '1.00', '39.0', '30.2']
['Athlete 31', 'aaldave', 'Countermovement Jump', '3/27/2019 16:50', '69.2', 'Trial 1', '', '', '', '104.32', '38.29', '0.314', '4355', '301', '35.7', '63.1', '158.1', '', '1202', '21.6', '1495', '20.9', '1449', '2.40', '-2760', '-2932', '-245', '0.0', '0', '195.5', '13526.5', '151.9', '10514.6', '175.6', '12150.9', '0', '158.0', '820', '-33.7', '172.4', '56.6', '0.334', '49.8', '32', '2202', '55', '3821', '88.8', '0.185', '60', '4145', '519', '837.3', '1158.4', '680', '6.349', '439', '21.2', '1466', '1141', '-1.279', '-88.5', '0.59', '0.93', '483', '1360', '1449', '28.6', '11.3', '26.6', '26.7', '10.5', '3615.04', '1009.7', '249.1', '0.508', '0.761', '87.3', '70.7', '11.4', '42.6', '2948', '11.130', '467.3', '254.4', '0.35', '1.682', '1.996', '1.811', '1.477', '1.477', '19.520', '21.2', '1466', '0.205', '680', '2.167', '1951.789', '122.963', '41.008', '55816', '527.599', '41.008', '51', '3516', '6528', '0.549', '', '0.1', '-3.3', '-5.2', '-3.4', '', '-3.4', '1.0', '0.0', '', '6.6', '2.4', '-77.0', '-18.6', '3.8', '-10.4', '3.3', '0.1', '2.4', '3.2', '-0.8', '-5.7', '-0.9', '0.4', '-0.2', '', '0.1', '-26.6', '-19.2', '', '', '2180', '2182', '35.4', '34.2', '67.2', '63.7', '184.3', '178.0', '', '', '612', '591', '727', '734', '0', '0', '', '', '54.7', '58.5', '129.9', '133.0', '2344', '538', '2164', '1761', '105.1', '109.3', '2186', '1959', '334', '346', '734', '734', '68.2', '69.9', '669', '691', '727', '722', '97.4', '91.8', '87.0', '86.2', '570.3', '572.8', '285.5', '285.1', '', '', '734', '734', '36563', '26841', '2194', '1772', '16.5', '0.39', '0.81', '2.29', '-1.8', '38.2', '-100.0', '65.4', '4.9', '-22.3', '0.36', '0.36', '-1231', '-1701', '-242', '-4', '-1040', '-1720', '0.89', '0.94', '48.0', '37.3']
['Athlete 31', 'aaldave', 'Countermovement Jump', '3/27/2019 16:50', '69.2', 'Trial 2', '', '', '', '0.00', '0.00', '0.000', '', '832', '-3.6', '-13.4', '159.6', '7284', '870', '0.0', '0', '21.3', '1476', '0.00', '-2226', '-2628', '-2198', '22.9', '1585', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '514', '', '832', '0.0', '', '76.0', '0.000', '0.0', '-38', '-2628', '0', '0', '0.0', '0.000', '0', '0', '0', '661.0', '661.0', '661', '0.000', '0', '9.6', '661', '0', '0.000', '0.0', '', '', '471', '661', '661', '27.2', '10.7', '0.0', '0.0', '0.0', '', '0.0', '661.0', '0.514', '0.000', '-67.8', '227.4', '11.5', '0.0', '0', '11.521', '466.1', '260.6', '0.33', '4.241', '4.241', '4.241', '4.241', '4.241', '17.620', '21.3', '1476', '0.000', '0', '0.000', '1439.807', '106.546', '32.063', '39154', '0.000', '32.063', '42', '2897', '0', '0.000', '', '', '-29.8', '-28.8', '-2.8', '3.2', '-2.8', '1.7', '27.5', '', '-28.3', '0.0', '-34.9', '0.0', '0.0', '0.0', '-30.3', '-30.3', '0.0', '-30.3', '-30.3', '-15.3', '2.9', '13.2', '2.7', '', '1.7', '20.0', '13.2', '', '', '', '', '17.8', '12.5', '31.8', '22.7', '367.3', '356.9', '3772', '3896', '441', '429', '733', '746', '666', '919', '', '', '88.3', '63.3', '0.0', '0.0', '-1509', '-1119', '0', '0', '0.0', '0.0', '0', '0', '390', '271', '390', '271', '0.0', '0.0', '390', '271', '390', '271', '116.2', '98.4', '251.1', '258.6', '541.2', '623.8', '291.5', '299.6', '', '', '733', '746', '19658', '24558', '1514', '1744', '0.0', '', '-3.35', '0.00', '-26.7', '-34.9', '-35.5', '-72.8', '17.8', '-4.6', '0.09', '0.06', '-1509', '-1119', '-1264', '-933', '-1410', '-816', '2.16', '2.63', '44.9', '42.9']
