['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 52', 'jcheng4', 'Countermovement Jump', '9/14/2018 17:29', '75.4', 'Trial 3', '', '', '', '120.95', '41.82', '0.358', '4533', '296', '65.1', '110.2', '231.2', '', '1517', '34.4', '2594', '28.7', '2163', '3.20', '-6304', '-6836', '-2730', '0.0', '0', '421.8', '31804.4', '285.1', '21494.9', '259.4', '19558.6', '0', '152.9', '856', '-47.7', '189.2', '49.1', '0.376', '51.5', '12', '916', '75', '5639', '130.5', '0.184', '102', '7715', '560', '884.8', '1448.7', '744', '8.330', '628', '28.7', '2163', '1868', '-1.712', '-129.1', '0.73', '1.12', '626', '1616', '2163', '48.0', '18.9', '48.4', '48.5', '19.1', '4231.03', '1533.0', '143.9', '0.558', '0.800', '143.2', '88.0', '18.9', '62.8', '4734', '18.876', '658.8', '370.1', '0.56', '15.452', '15.810', '15.626', '15.250', '15.250', '19.821', '28.7', '2163', '0.202', '1126', '2.930', '2239.339', '111.967', '61.528', '107572', '747.213', '61.528', '71', '5379', '13303', '0.841', '', '6.2', '2.5', '-0.6', '-3.3', '', '-3.3', '5.9', '0.0', '', '12.7', '15.8', '-27.6', '-4.1', '15.0', '-7.8', '9.7', '6.5', '-0.4', '-4.4', '6.1', '-0.9', '-6.4', '-7.7', '4.7', '', '6.2', '0.0', '0.0', '', '', '2200', '2347', '50.4', '51.7', '92.4', '91.8', '228.9', '221.2', '', '', '772', '746', '1050', '1116', '0', '0', '', '', '45.8', '52.4', '144.5', '171.7', '941', '681', '3032', '2908', '122.5', '144.0', '4014', '3701', '353', '391', '1047', '1120', '74.6', '74.3', '826', '790', '1047', '1116', '126.9', '125.7', '102.0', '95.5', '654.9', '604.1', '347.9', '365.2', '', '', '1050', '1120', '53776', '53796', '2689', '2690', '24.8', '0.39', '0.61', '3.08', '2.8', '38.9', '22.2', '59.6', '-5.5', '-18.0', '0.40', '0.42', '-2861', '-3975', '-1229', '-1501', '-2428', '-3876', '0.80', '0.76', '44.6', '36.6']
['Athlete 52', 'jcheng4', 'Countermovement Jump', '9/14/2018 17:29', '75.4', 'Trial 4', '', '', '', '127.14', '44.72', '0.356', '4249', '280', '74.6', '123.2', '233.7', '', '1571', '36.0', '2718', '31.8', '2398', '3.20', '-8222', '-9175', '-3922', '0.0', '0', '520.8', '39266.1', '320.2', '24146.3', '271.9', '20499.8', '0', '154.3', '796', '-57.2', '184.3', '47.3', '0.336', '63.3', '14', '1034', '87', '6597', '153.6', '0.180', '123', '9241', '516', '919.1', '1592.5', '743', '10.838', '817', '32.3', '2432', '2533', '-2.031', '-153.2', '0.83', '1.28', '662', '1589', '2398', '53.7', '21.2', '48.9', '49.1', '19.3', '4162.13', '1872.9', '49.8', '0.500', '0.742', '150.4', '83.3', '22.5', '61.6', '4647', '22.004', '717.0', '394.4', '0.67', '21.864', '22.220', '22.040', '21.704', '21.704', '17.321', '32.3', '2432', '0.160', '1190', '2.925', '2680.988', '112.601', '70.420', '144026', '877.473', '70.420', '80', '6049', '17710', '0.931', '', '10.9', '9.1', '7.5', '2.2', '', '2.3', '11.3', '0.0', '', '4.7', '15.0', '-11.6', '7.8', '16.1', '11.4', '6.8', '10.9', '-21.7', '-3.5', '11.3', '7.3', '-4.9', '7.5', '8.6', '', '10.9', '-19.4', '-11.3', '', '', '2003', '2248', '53.1', '58.4', '94.8', '102.4', '217.8', '222.8', '', '', '777', '795', '1128', '1271', '0', '0', '', '', '46.2', '48.4', '150.0', '176.5', '805', '712', '3287', '3563', '130.8', '155.9', '4340', '4901', '359', '385', '1147', '1287', '53.4', '41.8', '809', '780', '1128', '1271', '122.1', '131.8', '95.7', '91.1', '613.2', '662.7', '345.0', '377.6', '', '', '1147', '1287', '85188', '68702', '3408', '3023', '33.6', '0.55', '0.55', '3.10', '5.3', '25.3', '49.4', '41.5', '-11.9', '2.7', '0.43', '0.46', '-4073', '-5102', '-1572', '-2349', '-3404', '-4818', '0.78', '0.69', '32.5', '33.4']
['Athlete 42', 'jboyer6', 'Countermovement Jump', '9/14/2018 17:27', '82.3', 'Trial 1', '', '', '', '137.19', '45.48', '0.332', '6527', '242', '64.1', '125.2', '230.2', '', '1753', '32.7', '2688', '25.7', '2113', '2.91', '556', '-756', '-2755', '30.3', '2496', '381.6', '31402.0', '358.5', '29506.3', '324.8', '26734.3', '28', '149.6', '730', '-32.4', '201.7', '46.1', '0.308', '40.1', '33', '2736', '68', '5559', '98.6', '0.180', '83', '6837', '488', '928.9', '1355.8', '808', '6.480', '533', '24.8', '2043', '1333', '-1.209', '-99.5', '0.79', '1.18', '574', '1852', '2043', '40.4', '15.9', '39.5', '39.6', '15.6', '5700.45', '1716.1', '197.8', '0.516', '0.668', '148.0', '82.2', '15.9', '58.7', '4834', '15.870', '635.9', '339.2', '0.55', '2.752', '3.084', '2.904', '2.596', '2.596', '18.087', '25.7', '2113', '0.156', '917', '2.610', '2486.379', '134.264', '56.083', '100420', '850.965', '56.083', '66', '5423', '12769', '0.814', '', '13.7', '14.8', '12.5', '11.3', '', '11.3', '13.7', '-100.0', '', '14.1', '32.2', '46.9', '16.8', '30.3', '7.6', '23.8', '20.4', '12.3', '5.0', '20.3', '11.9', '10.4', '21.5', '18.2', '', '13.7', '19.1', '22.1', '', '', '3040', '3522', '48.1', '56.4', '96.1', '109.8', '200.1', '225.5', '', '', '824', '929', '984', '1140', '2607', '-111', '', '', '42.4', '49.4', '124.5', '183.5', '1114', '2098', '2580', '3101', '100.2', '143.7', '3284', '3553', '349', '458', '906', '1138', '69.7', '79.4', '902', '950', '906', '1137', '114.7', '130.2', '85.4', '95.3', '577.7', '736.0', '298.5', '365.1', '', '', '984', '1140', '47092', '58191', '2449', '3142', '16.2', '0.28', '0.56', '2.79', '1.4', '-100.0', '73.9', '-100.0', '-1.7', '-15.4', '0.48', '0.49', '291', '-1047', '-1006', '-1749', '1436', '-880', '0.74', '0.73', '46.7', '39.6']
['Athlete 42', 'jboyer6', 'Countermovement Jump', '9/14/2018 17:27', '82.3', 'Trial 2', '', '', '', '145.38', '46.76', '0.346', '6525', '238', '72.1', '136.1', '228.8', '', '1763', '33.4', '2753', '27.6', '2275', '2.91', '-1078', '-3058', '-4761', '18.2', '1500', '466.3', '38378.9', '390.9', '32167.3', '326.6', '26880.1', '12', '147.4', '740', '-34.9', '210.9', '45.9', '0.346', '39.8', '30', '2451', '72', '5904', '104.0', '0.156', '113', '9262', '502', '923.9', '1474.3', '810', '6.784', '558', '27.4', '2257', '1420', '-1.265', '-104.1', '0.78', '1.15', '578', '1789', '2257', '41.0', '16.1', '39.3', '39.3', '15.5', '5859.63', '1715.6', '213.9', '0.514', '0.676', '156.2', '72.6', '17.8', '56.9', '4682', '17.834', '647.6', '343.5', '0.55', '8.054', '8.400', '8.244', '7.898', '7.898', '19.287', '27.6', '2275', '0.156', '942', '2.617', '1939.979', '100.879', '40.391', '79448', '853.202', '40.391', '50', '4131', '9783', '0.714', '', '15.4', '14.5', '12.3', '12.2', '', '12.2', '15.4', '-100.0', '', '17.0', '34.8', '25.3', '0.1', '33.0', '2.5', '27.1', '17.1', '19.1', '6.4', '17.1', '11.5', '13.2', '34.0', '19.3', '', '15.4', '55.3', '41.0', '', '', '2993', '3539', '51.8', '60.6', '101.3', '115.5', '196.8', '224.1', '', '', '824', '939', '1044', '1234', '1700', '-200', '', '', '41.4', '49.9', '126.0', '193.1', '1480', '1981', '3291', '3296', '92.2', '137.6', '4572', '4690', '341', '468', '1023', '1234', '78.3', '96.8', '865', '924', '1023', '1234', '118.1', '133.4', '78.7', '90.7', '532.3', '806.1', '287.5', '356.2', '', '', '1044', '1234', '30650', '68542', '2023', '3427', '17.3', '0.30', '0.46', '2.78', '0.1', '100.0', '10.1', '-100.0', '1.9', '35.3', '0.51', '0.52', '-811', '-2247', '-2266', '-2495', '110', '-1188', '0.67', '0.68', '38.9', '60.2']
['Athlete 42', 'jboyer6', 'Countermovement Jump', '9/14/2018 17:27', '82.3', 'Trial 3', '', '', '', '147.90', '43.46', '0.352', '6601', '238', '70.7', '133.9', '233.5', '', '1783', '34.2', '2817', '27.3', '2246', '2.96', '-1064', '-2642', '-3943', '16.6', '1363', '453.3', '37306.6', '387.1', '31858.2', '328.3', '27022.1', '16', '141.6', '810', '-34.0', '240.3', '45.5', '0.424', '42.2', '25', '2037', '65', '5371', '95.6', '0.148', '116', '9586', '572', '928.9', '1453.7', '810', '5.813', '478', '27.0', '2224', '1296', '-1.155', '-95.1', '0.72', '1.02', '582', '1812', '2224', '41.5', '16.3', '41.1', '41.2', '16.2', '5557.28', '1445.5', '333.3', '0.588', '0.750', '154.1', '79.4', '17.5', '58.6', '4824', '17.480', '454.8', '338.6', '0.51', '13.862', '14.214', '14.066', '13.642', '13.642', '19.887', '27.3', '2246', '0.220', '951', '2.662', '1975.835', '122.502', '51.998', '82040', '882.622', '51.998', '62', '5086', '11848', '0.716', '', '8.4', '7.7', '7.0', '6.7', '', '6.8', '8.4', '-70.2', '', '16.9', '34.6', '-51.3', '-25.9', '27.5', '-7.9', '22.5', '9.8', '18.1', '2.8', '9.8', '6.5', '7.0', '13.8', '13.7', '', '8.4', '-62.0', '23.6', '', '', '3167', '3457', '53.3', '57.8', '103.4', '111.2', '205.4', '220.2', '', '', '860', '923', '1078', '1176', '1050', '312', '', '', '41.1', '49.5', '129.0', '197.3', '1399', '681', '3350', '2482', '90.4', '124.7', '4990', '4597', '354', '457', '1055', '1169', '111.2', '135.9', '893', '919', '1055', '1169', '120.5', '128.9', '84.9', '91.4', '378.4', '439.1', '293.6', '340.3', '', '', '1078', '1176', '123389', '46858', '2221', '2905', '15.8', '0.27', '0.52', '2.84', '0.2', '72.1', '6.8', '100.0', '0.5', '84.0', '0.50', '0.50', '-971', '-1671', '-1907', '-2037', '-198', '-866', '0.71', '0.71', '9.8', '61.4']
['Athlete 42', 'jboyer6', 'Countermovement Jump', '9/14/2018 17:27', '82.3', 'Trial 4', '', '', '', '142.50', '46.72', '0.342', '6508', '240', '72.7', '135.4', '237.6', '', '1792', '34.9', '2872', '28.0', '2304', '3.00', '-2328', '-2997', '-3888', '24.7', '2036', '463.3', '38132.2', '395.0', '32511.4', '330.6', '27208.0', '14', '148.8', '732', '-35.4', '205.0', '45.2', '0.344', '36.7', '17', '1405', '73', '6011', '112.5', '0.148', '121', '9922', '492', '916.3', '1566.9', '810', '7.029', '578', '27.7', '2276', '1666', '-1.366', '-112.4', '0.83', '1.24', '608', '1812', '2276', '45.3', '17.8', '42.4', '42.5', '16.7', '5806.34', '1825.7', '220.1', '0.506', '0.672', '158.3', '79.3', '18.2', '59.5', '4900', '18.195', '459.0', '359.8', '0.62', '20.380', '20.722', '20.574', '20.230', '20.230', '19.887', '28.0', '2304', '0.150', '981', '2.704', '3185.460', '140.160', '67.366', '144348', '974.098', '67.366', '77', '6351', '16187', '0.966', '', '19.6', '17.8', '15.2', '11.3', '', '11.4', '19.6', '-100.0', '', '15.2', '33.7', '-19.7', '0.3', '33.4', '12.2', '24.9', '22.4', '11.6', '4.0', '22.4', '13.7', '7.8', '18.5', '19.4', '', '19.6', '36.2', '27.1', '', '', '2916', '3626', '51.0', '62.0', '99.2', '116.9', '202.7', '228.6', '', '', '842', '950', '1032', '1284', '2700', '-664', '', '', '41.3', '48.7', '124.6', '188.1', '2136', '1715', '3567', '3578', '92.7', '139.2', '4639', '5283', '347', '463', '995', '1281', '77.5', '87.7', '888', '924', '995', '1281', '118.2', '137.0', '84.5', '91.6', '355.3', '436.0', '293.9', '364.4', '', '', '1032', '1284', '63242', '99079', '3036', '4161', '20.2', '0.34', '0.50', '2.89', '4.3', '100.0', '66.7', '100.0', '-6.5', '-7.9', '0.49', '0.51', '-477', '-2520', '-1458', '-2430', '-12', '-2316', '0.72', '0.67', '46.4', '42.8']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '9/14/2018 17:26', '96.9', 'Trial 1', '', '', '', '116.43', '39.28', '0.326', '5598', '280', '64.7', '126.5', '281.8', '', '1951', '32.3', '3132', '23.5', '2273', '3.03', '-1112', '-1238', '-758', '3.1', '300', '305.4', '29595.8', '289.4', '28040.3', '270.4', '26200.6', '2', '150.9', '830', '-40.6', '196.4', '48.9', '0.362', '83.1', '40', '3882', '66', '6365', '146.9', '0.188', '72', '7016', '550', '1205.3', '1730.2', '955', '7.214', '699', '23.4', '2272', '1977', '-1.502', '-145.6', '0.74', '1.11', '612', '2053', '2272', '45.9', '18.1', '43.3', '43.5', '17.1', '5110.96', '1837.8', '197.2', '0.552', '0.760', '174.8', '107.0', '13.6', '57.1', '5532', '13.648', '529.2', '439.3', '0.55', '2.920', '3.246', '3.058', '2.696', '2.696', '15.764', '23.5', '2273', '0.224', '1269', '2.694', '3287.549', '138.077', '55.616', '150940', '1240.002', '55.616', '65', '6340', '18188', '1.372', '', '5.8', '6.9', '4.3', '0.4', '', '0.4', '5.8', '100.0', '', '15.7', '7.3', '47.8', '12.5', '6.3', '-2.5', '16.1', '5.1', '30.2', '-1.8', '5.2', '2.5', '-2.2', '2.3', '2.9', '', '5.8', '0.3', '5.0', '', '', '2726', '2892', '54.1', '58.1', '108.4', '113.2', '273.4', '274.6', '', '', '973', '978', '1106', '1174', '-1250', '1550', '', '', '44.8', '53.1', '189.0', '203.9', '1114', '2136', '2899', '3315', '157.5', '168.1', '3553', '3464', '436', '519', '1107', '1166', '81.6', '116.8', '1036', '1017', '1106', '1166', '152.0', '155.9', '121.3', '118.7', '497.0', '508.9', '427.0', '439.8', '', '', '1107', '1174', '78722', '78957', '3149', '3316', '20.4', '0.36', '0.61', '2.92', '3.9', '100.0', '100.0', '0.0', '-4.6', '-11.1', '0.40', '0.41', '-198', '-1040', '-192', '-566', '-556', '-556', '0.80', '0.76', '32.3', '28.7']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '9/14/2018 17:26', '96.9', 'Trial 2', '', '', '', '115.86', '42.21', '0.336', '5781', '290', '70.4', '133.0', '289.0', '', '1942', '32.9', '3185', '24.6', '2384', '3.08', '-1126', '-2458', '-1421', '14.8', '1431', '338.0', '32756.9', '296.0', '28679.5', '255.0', '24705.0', '16', '157.3', '796', '-41.2', '174.5', '49.0', '0.316', '73.3', '34', '3299', '66', '6369', '145.7', '0.190', '77', '7458', '506', '1169.3', '1716.6', '951', '7.960', '771', '24.4', '2361', '1955', '-1.512', '-146.5', '0.77', '1.21', '614', '1977', '2361', '46.2', '18.2', '44.8', '45.1', '17.8', '5190.27', '2080.7', '220.7', '0.522', '0.726', '182.6', '106.5', '14.8', '56.3', '5454', '14.793', '891.3', '444.9', '0.58', '8.694', '9.030', '8.840', '8.524', '8.524', '15.164', '24.6', '2384', '0.170', '1322', '2.759', '1554.885', '96.403', '36.170', '71856', '1257.503', '36.170', '46', '4455', '11443', '1.484', '', '-6.8', '-7.2', '-7.2', '-5.1', '', '-5.1', '-6.8', '-100.0', '', '14.6', '-2.4', '-52.0', '-16.1', '-4.9', '2.5', '10.0', '-4.9', '35.8', '-0.5', '-4.9', '-7.1', '-2.3', '-12.5', '-4.9', '', '-6.8', '-10.2', '2.5', '', '', '3001', '2795', '61.2', '56.8', '118.3', '109.8', '289.6', '275.0', '', '', '996', '946', '1237', '1153', '1588', '-156', '', '', '45.2', '53.0', '198.7', '193.9', '2154', '1034', '3436', '2884', '167.2', '159.1', '3682', '3776', '451', '501', '1210', '1151', '60.1', '93.6', '991', '986', '1210', '1151', '165.6', '153.8', '124.1', '121.1', '932.3', '815.8', '452.2', '429.8', '', '', '1237', '1153', '47586', '42714', '2665', '2734', '20.2', '0.36', '0.58', '2.97', '-2.3', '23.0', '-34.1', '100.0', '4.8', '-2.1', '0.41', '0.40', '-1102', '-1356', '-814', '-607', '-296', '-830', '0.75', '0.79', '49.3', '48.2']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '9/14/2018 17:26', '96.9', 'Trial 3', '', '', '', '116.67', '40.00', '0.336', '5567', '288', '69.9', '128.2', '277.9', '', '1910', '31.3', '3037', '25.0', '2424', '2.98', '-3712', '-3677', '-1869', '0.0', '0', '333.3', '32300.1', '280.7', '27204.0', '245.9', '23831.0', '0', '152.2', '840', '-43.6', '191.7', '49.9', '0.374', '73.0', '25', '2421', '68', '6574', '157.9', '0.178', '85', '8207', '552', '1168.4', '1835.7', '953', '7.721', '748', '25.1', '2428', '2269', '-1.627', '-157.7', '0.69', '1.05', '582', '1958', '2424', '41.5', '16.3', '41.8', '42.0', '16.5', '5073.97', '1831.4', '215.1', '0.546', '0.772', '175.9', '101.9', '15.3', '54.2', '5248', '15.208', '858.2', '446.2', '0.49', '14.780', '15.116', '14.938', '14.564', '14.564', '13.264', '25.1', '2428', '0.216', '1295', '2.680', '1292.125', '90.449', '28.951', '53651', '1261.231', '28.951', '39', '3756', '9729', '1.315', '', '-14.6', '-14.2', '-11.0', '-3.9', '', '-4.0', '-14.7', '0.0', '', '7.7', '-6.6', '48.3', '-6.4', '-9.6', '-23.5', '3.8', '-14.6', '23.8', '2.7', '-14.7', '-8.3', '2.1', '-6.8', '-6.1', '', '-14.6', '-52.5', '-44.3', '', '', '3003', '2564', '63.2', '54.2', '118.1', '105.1', '281.3', '270.2', '', '', '975', '936', '1308', '1116', '0', '0', '', '', '48.0', '51.9', '202.8', '189.5', '1517', '2934', '3676', '3440', '171.7', '155.3', '4649', '3558', '467', '486', '1310', '1119', '85.5', '112.2', '966', '992', '1308', '1116', '163.2', '149.6', '118.1', '120.7', '909.6', '847.3', '449.6', '422.2', '', '', '1310', '1119', '39299', '18684', '2751', '1532', '23.4', '0.43', '0.58', '2.87', '-7.4', '-100.0', '-100.0', '-67.8', '10.3', '11.1', '0.42', '0.39', '-2631', '-1046', '-1479', '-390', '-2326', '-1386', '0.72', '0.81', '50.8', '57.2']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '9/14/2018 17:26', '96.9', 'Trial 4', '', '', '', '102.11', '35.37', '0.290', '5542', '284', '73.6', '135.8', '281.0', '', '1935', '32.2', '3119', '26.0', '2516', '3.00', '-4134', '-4259', '-2548', '0.0', '0', '358.9', '34781.5', '300.7', '29140.1', '250.0', '24227.2', '0', '153.0', '820', '-45.5', '188.7', '49.2', '0.364', '107.0', '56', '5424', '82', '7980', '163.2', '0.172', '93', '9045', '536', '1319.6', '1897.2', '953', '8.300', '804', '26.0', '2524', '2437', '-1.687', '-163.5', '0.76', '1.16', '620', '1931', '2516', '47.1', '18.6', '42.6', '42.8', '16.8', '5098.35', '1965.5', '202.1', '0.528', '0.750', '182.6', '98.4', '16.2', '53.6', '5193', '16.160', '530.2', '454.1', '0.57', '21.056', '21.346', '21.174', '20.810', '20.810', '13.264', '26.0', '2524', '0.246', '1325', '2.689', '3196.384', '134.248', '55.476', '150617', '1351.521', '55.476', '65', '6326', '18213', '1.518', '', '-7.5', '-6.9', '-6.1', '-4.4', '', '-4.4', '-7.2', '0.0', '', '7.0', '-6.1', '-21.3', '-11.7', '-8.6', '-10.8', '2.7', '-7.5', '21.3', '-1.8', '-7.2', '-5.1', '-3.3', '-2.6', '-5.7', '', '-7.5', '-7.9', '1.3', '', '', '2886', '2669', '62.7', '58.4', '119.0', '111.7', '281.6', '269.3', '', '', '989', '946', '1305', '1211', '0', '0', '', '', '47.5', '51.1', '197.3', '185.3', '2935', '2310', '4196', '3704', '170.6', '156.0', '4780', '4265', '470', '483', '1314', '1215', '80.3', '102.1', '974', '957', '1305', '1211', '162.9', '154.6', '118.7', '114.7', '501.6', '488.4', '448.0', '422.3', '', '', '1314', '1215', '82810', '76255', '3312', '3355', '25.1', '0.47', '0.54', '2.90', '-1.8', '-34.0', '-36.5', '-1.3', '1.8', '24.3', '0.42', '0.42', '-2439', '-1820', '-1471', '-1077', '-2080', '-2054', '0.73', '0.74', '30.2', '39.9']
['Athlete 30', 'mmcginl2', 'Countermovement Jump', '9/12/2018 16:42', '84.9', 'Trial 1', '', '', '', '111.64', '40.75', '0.326', '5146', '292', '47.2', '88.1', '207.5', '', '1539', '24.0', '2036', '21.5', '1825', '2.55', '-2342', '-2328', '-604', '0.0', '0', '217.5', '18469.0', '191.7', '16272.1', '193.4', '16419.8', '0', '157.5', '800', '-35.5', '174.0', '54.1', '0.334', '56.2', '33', '2836', '58', '4947', '116.4', '0.174', '67', '5664', '508', '1005.0', '1499.6', '833', '6.829', '580', '21.5', '1828', '1613', '-1.378', '-117.0', '0.64', '1.00', '508', '1680', '1825', '31.6', '12.5', '30.2', '30.3', '11.9', '4547.60', '1394.0', '212.5', '0.490', '0.746', '121.8', '85.7', '11.7', '46.2', '3922', '11.692', '624.2', '333.7', '0.40', '3.148', '3.474', '3.300', '2.966', '2.966', '18.385', '21.5', '1828', '0.182', '894', '2.335', '6460.605', '193.818', '62.411', '204377', '562.177', '62.411', '72', '6131', '12212', '0.824', '', '6.6', '5.2', '5.1', '4.3', '', '4.3', '5.5', '0.0', '', '7.7', '10.4', '3.1', '8.9', '12.4', '-3.7', '11.7', '6.6', '10.6', '-0.7', '5.5', '5.7', '2.6', '9.3', '7.6', '', '6.6', '39.3', '11.7', '', '', '2496', '2672', '43.2', '45.6', '83.5', '87.9', '220.4', '230.2', '', '', '753', '786', '887', '939', '0', '0', '', '', '51.9', '56.3', '154.9', '172.7', '1393', '1437', '2345', '2575', '122.0', '139.2', '2886', '2779', '391', '442', '887', '949', '76.0', '85.0', '843', '837', '887', '939', '118.1', '125.3', '102.3', '105.0', '586.7', '646.6', '339.4', '367.4', '', '', '887', '949', '127103', '209414', '4067', '4607', '19.0', '0.41', '0.70', '2.44', '0.8', '2.1', '-1.0', '17.3', '-3.2', '-12.9', '0.38', '0.38', '-1152', '-1176', '-304', '-301', '-1078', '-1264', '0.87', '0.84', '35.0', '30.5']
['Athlete 30', 'mmcginl2', 'Countermovement Jump', '9/12/2018 16:42', '84.9', 'Trial 2', '', '', '', '137.96', '46.21', '0.378', '5649', '274', '49.2', '95.1', '210.7', '2762', '1597', '25.7', '2184', '21.5', '1828', '2.62', '-322', '-1028', '34', '1.0', '83', '245.0', '20804.7', '225.3', '19132.0', '225.7', '19166.2', '186', '150.4', '818', '-32.4', '198.5', '52.3', '0.368', '33.7', '13', '1090', '45', '3847', '99.2', '0.176', '65', '5551', '544', '922.6', '1395.2', '836', '5.812', '493', '21.3', '1812', '1278', '-1.159', '-98.4', '0.61', '0.92', '502', '1745', '1812', '30.9', '12.2', '31.5', '31.6', '12.5', '4494.45', '1300.3', '358.0', '0.730', '0.758', '125.9', '84.8', '11.7', '48.5', '4118', '11.720', '613.6', '320.8', '0.38', '9.010', '9.388', '9.212', '8.844', '8.844', '17.185', '21.5', '1828', '0.166', '872', '2.360', '2281.516', '132.328', '38.342', '70479', '646.177', '38.342', '48', '4088', '7860', '0.921', '', '6.1', '9.7', '9.1', '5.7', '-53.5', '5.7', '6.1', '-100.0', '', '9.0', '14.2', '16.0', '10.1', '15.9', '11.0', '14.2', '11.0', '12.1', '-1.6', '11.0', '9.7', '0.7', '8.4', '10.1', '', '6.1', '22.0', '10.9', '', '', '2784', '2966', '43.1', '47.7', '84.9', '93.4', '213.0', '225.9', '1944', '904', '775', '822', '901', '960', '199', '-117', '', '', '49.8', '54.7', '160.9', '187.6', '489', '582', '1816', '2021', '112.2', '133.5', '2614', '2937', '386', '450', '853', '959', '97.3', '110.7', '879', '866', '853', '959', '113.5', '125.6', '99.5', '100.2', '582.2', '635.7', '321.3', '357.5', '', '', '901', '960', '37591', '48200', '2406', '2699', '15.0', '0.31', '0.67', '2.49', '3.6', '33.6', '-100.0', '-100.0', '-9.0', '1.0', '0.40', '0.41', '-440', '-588', '238', '-204', '62', '-384', '0.88', '0.80', '51.7', '52.2']
['Athlete 30', 'mmcginl2', 'Countermovement Jump', '9/12/2018 16:42', '84.9', 'Trial 3', '', '', '', '115.44', '40.89', '0.314', '5823', '272', '50.2', '96.3', '208.6', '', '1594', '25.5', '2167', '21.9', '1856', '2.60', '-1088', '-1318', '-291', '6.1', '517', '250.4', '21257.8', '229.9', '19522.1', '222.4', '18879.5', '6', '154.8', '768', '-31.9', '182.4', '52.4', '0.326', '56.8', '29', '2445', '57', '4806', '102.5', '0.170', '70', '5954', '496', '1014.2', '1434.5', '836', '6.278', '533', '21.8', '1853', '1336', '-1.200', '-101.9', '0.64', '0.99', '492', '1721', '1853', '29.7', '11.7', '30.9', '30.9', '12.2', '4734.94', '1452.6', '343.8', '0.502', '0.712', '127.8', '80.8', '12.1', '48.2', '4091', '12.056', '590.3', '322.4', '0.39', '15.468', '15.782', '15.612', '15.286', '15.286', '18.385', '21.9', '1856', '0.182', '859', '2.378', '2838.060', '187.312', '55.660', '84214', '517.483', '55.660', '65', '5558', '7892', '0.707', '', '10.4', '14.3', '14.1', '8.9', '', '8.9', '10.4', '36.8', '', '6.5', '18.5', '-38.7', '-0.8', '18.1', '6.5', '14.8', '13.4', '9.9', '0.2', '13.3', '12.8', '3.8', '12.5', '12.2', '', '10.4', '17.5', '6.1', '', '', '2803', '3127', '42.4', '49.4', '83.0', '96.6', '207.4', '227.7', '', '', '760', '835', '893', '997', '200', '317', '', '', '50.6', '54.1', '142.9', '175.3', '1282', '786', '2324', '2304', '109.9', '134.2', '2877', '3077', '384', '451', '861', '994', '80.4', '89.1', '859', '861', '861', '992', '112.3', '128.8', '95.1', '98.9', '524.9', '599.6', '314.9', '358.8', '', '', '893', '997', '44658', '54105', '2947', '3138', '15.7', '0.33', '0.63', '2.46', '5.7', '53.5', '-100.0', '-59.0', '-9.3', '-6.3', '0.40', '0.42', '-520', '-798', '164', '-455', '-668', '-420', '0.85', '0.77', '62.9', '59.0']
